failed_accession	gene_names	gene_mapping_source	protein_description	reviewed_status	failed_sequence_length	failed_sequence_sha256	PWM_annotation_level	PWM_source_or_model	legacy_family_text	accepted_pfam_hits	reviewed_DBD_pfam_hits	uncertain_pfam_hits	non_DBD_pfam_hits	DBD_present_by_reviewed_pfam	DBD_fragment_ids	DBD_fragment_sent	DBD_fragment_models_checked	DBD_fragment_passing_model_count	DBD_fragment_best_model_path	DBD_fragment_interface_result	non_DBD_contacting_fragment_ids	canonical_reference_accession	canonical_reference_selection_reason	canonical_reference_reviewed_status	canonical_reference_sequence_length	canonical_reference_DBD_context	canonical_reference_model_path	canonical_reference_model_interval	canonical_reference_interface_result	canonical_reference_atom_contacts	canonical_reference_protein_interface_residues	canonical_reference_dna_interface_residues	failed_to_canonical_full_alignment_length	failed_to_canonical_full_identity_percent	canonical_DBD_residues_covered_by_failed	canonical_DBD_coverage_percent	canonical_DBD_identity_percent	failed_coordinates_corresponding_to_DBD	accession_DBD_presence_evidence	primary_structural_status	canonical_reference_status	action_for_baldo	database_display_recommendation	decision_reason	manual_review_required	manual_review_reason	classification_confidence
Q6NZ39	LMX1A hCG_21707	FAILED_ACCESSION_ANNOTATION	LIM homeobox transcription factor 1, alpha	UNREVIEWED	100	ad3a1baf7b80a06bdc0f3ea7a5693e929bf013acefc977b1dbea70e9363f6e03	Identical_PWM	MA0702.1						NO		NOT_APPLICABLE	0	0				Q8TE12	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	382	PF00046:196-252:Homeodomain	/data/sbi/interchange/boliva/patricia/models/TFS_Q8TE12:196:249_6a8r_B_1.pdb	196-249	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	191	17	10	382	100.00	0	0.00	0.00		HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q709A9	TFEB	FAILED_ACCESSION_ANNOTATION	Transcription factor EB	UNREVIEWED	79	b9679029e07f19b8c15eecb1345dddd0b5e1a7bfbebf214365526617b890104d	Identical_PWM	MA0692.1	DUF2547,Activator_LAG-3	PF15951:4-79:MITF/TFEB/TFEC/TFE3 N-terminus			PF15951:4-79:MITF/TFEB/TFEC/TFE3 N-terminus	NO		NOT_APPLICABLE	0	0				A0A7I2YQR9	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	273	PF00010:236-265:Helix-loop-helix DNA-binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_A0A7I2YQR9:232:263_5nj8_B_1.pdb	232-263	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	186	9	6	273	100.00	4	13.33	100.00	76-79	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
Q86VD4	CREB3L2	FAILED_ACCESSION_ANNOTATION	CREB3L2 protein	UNREVIEWED	200	2dfa37e87f19f5d7fb656ab46956c2b2d8e89206fda3ff5bc304b3825c217403	Homologous_PWM	MA0608.1 (87.0%)						NO		NOT_APPLICABLE	0	0				Q70SY1	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	REVIEWED	520	PF00170:292-354:bZIP transcription factor	/data/sbi/interchange/boliva/patricia/models/TFS_Q70SY1:295:354_1t2k_C_1.pdb	295-354	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	57	8	6	520	92.00	14	22.22	71.43	155-168	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
Q8NHZ2	ZFX	FAILED_ACCESSION_ANNOTATION	X-linked zinc finger protein	UNREVIEWED	412	939ff876d4d95f94723697de9614a532c26db5e96b37a2d5a0eaaddd52110ce3	Homologous_PWM	MA0146.1 (90.3%)	CHAP,Zfx_Zfy_act,Adhes-Ig_like	PF04704:70-410:Zfx/Zfy transcription activation region			PF04704:70-410:Zfx/Zfy transcription activation region	NO		NOT_APPLICABLE	0	0				B7ZKJ5	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	844	PF00096:587-609:Zinc finger, C2H2 type;PF13909:615-640:C2H2-type zinc-finger domain;PF00096:701-723:Zinc finger, C2H2 type;PF00096:758-780:Zinc finger, C2H2 type	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	553-837	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	636	77	43	844	99.51	12	6.19	100.00	397-408	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q8NHZ3	ZFX	FAILED_ACCESSION_ANNOTATION	X-linked zinc finger protein	UNREVIEWED	174	1b45c3a8b359f87c1252cd915a252ba6a4ae3dde9bd8e47eb3ed92645f6f6207	Homologous_PWM	MA0146.1 (90.8%)	Zfx_Zfy_act	PF04704:1-174:Zfx/Zfy transcription activation region			PF04704:1-174:Zfx/Zfy transcription activation region	NO		NOT_APPLICABLE	0	0				B7ZKJ5	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	844	PF00096:587-609:Zinc finger, C2H2 type;PF13909:615-640:C2H2-type zinc-finger domain;PF00096:701-723:Zinc finger, C2H2 type;PF00096:758-780:Zinc finger, C2H2 type	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	553-837	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	636	77	43	844	98.85	2	1.03	100.00	170-171	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q8NHZ4	ZFX	FAILED_ACCESSION_ANNOTATION	X-linked zinc finger protein	UNREVIEWED	265	22eb118373b4b954c6b00baef44f1ae041ad1dafc992d1b9d9f7012f02633f2d	Homologous_PWM	MA0146.1 (89.0%)	Zfx_Zfy_act,Adhes-Ig_like	PF04704:70-265:Zfx/Zfy transcription activation region			PF04704:70-265:Zfx/Zfy transcription activation region	NO		NOT_APPLICABLE	0	0				B7ZKJ5	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	844	PF00096:587-609:Zinc finger, C2H2 type;PF13909:615-640:C2H2-type zinc-finger domain;PF00096:701-723:Zinc finger, C2H2 type;PF00096:758-780:Zinc finger, C2H2 type	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	553-837	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	636	77	43	844	99.62	8	4.12	100.00	253-260	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q8NHZ5	ZFX	FAILED_ACCESSION_ANNOTATION	X-linked zinc finger protein	UNREVIEWED	266	686c66874f898e4e8d77c1adea98b2d54a8027d024013039c6d40253907942dc	Homologous_PWM	MA0146.1 (89.5%)	Zfx_Zfy_act,Adhes-Ig_like	PF04704:70-266:Zfx/Zfy transcription activation region			PF04704:70-266:Zfx/Zfy transcription activation region	NO		NOT_APPLICABLE	0	0				B7ZKJ5	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	844	PF00096:587-609:Zinc finger, C2H2 type;PF13909:615-640:C2H2-type zinc-finger domain;PF00096:701-723:Zinc finger, C2H2 type;PF00096:758-780:Zinc finger, C2H2 type	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	553-837	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	636	77	43	844	100.00	13	6.70	100.00	253-265	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q8WXB8	ZFX	FAILED_ACCESSION_ANNOTATION	X-linked zinc finger protein	UNREVIEWED	149	816f90668ef8a34509b0ea2fe36dded14547a4d743d1d2d9cc56999b08ad1c25	Homologous_PWM	MA0146.1 (92.6%)	Zfx_Zfy_act	PF04704:1-148:Zfx/Zfy transcription activation region			PF04704:1-148:Zfx/Zfy transcription activation region	NO		NOT_APPLICABLE	0	0				B7ZKJ5	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	844	PF00096:587-609:Zinc finger, C2H2 type;PF13909:615-640:C2H2-type zinc-finger domain;PF00096:701-723:Zinc finger, C2H2 type;PF00096:758-780:Zinc finger, C2H2 type	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	553-837	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	636	77	43	844	99.33	12	6.19	100.00	135-146	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q8WXB9	ZFX	FAILED_ACCESSION_ANNOTATION	X-linked zinc finger protein	UNREVIEWED	149	7596976eaca9355d990db0dd2d25a52f3eb9af1bfaadac7ba81468cfddec5df8	Homologous_PWM	MA0146.1 (91.9%)	Zfx_Zfy_act	PF04704:1-148:Zfx/Zfy transcription activation region			PF04704:1-148:Zfx/Zfy transcription activation region	NO		NOT_APPLICABLE	0	0				B7ZKJ5	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	844	PF00096:587-609:Zinc finger, C2H2 type;PF13909:615-640:C2H2-type zinc-finger domain;PF00096:701-723:Zinc finger, C2H2 type;PF00096:758-780:Zinc finger, C2H2 type	/data/sbi/interchange/boliva/patricia/models/TFS_B7ZKJ5:553:837_5wjq_D_1.pdb	553-837	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	636	77	43	844	98.66	12	6.19	100.00	135-146	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q96QL7	ATF6B	FAILED_ACCESSION_ANNOTATION	ATF6B protein (cAMP responsive element binding protein-like 1)	UNREVIEWED	318	3d66a46e1e601fd9afaeffed3fd478f8eb53ecace097e7431d8c9723e6f0e9d4	Homologous_PWM	M04379_2.00 (98.1%)						NO		NOT_APPLICABLE	0	0				Q6AZW6	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	703	PF00170:324-385:bZIP transcription factor	/data/sbi/interchange/boliva/patricia/models/TFS_Q6AZW6:326:381_1t2k_C_1.pdb	326-381	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	4	2	1	703	97.48	5	8.06	100.00	283-287	HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_INTERFACE_VALID	NO_SEND_CANONICAL_REFERENCE_ONLY	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
Q9Y2W8	ESR1	BLANK_GENE_MAPPING:clear_from_description	Alternatively-spliced estrogen receptor alpha	UNREVIEWED	113	9055ba6c6ab7b7affb4565f37e4e300f1f24803f3f0c7ae8a120e3b1d78cfee8	Identical_PWM	MA0112.1	Hormone_recep					NO		NOT_APPLICABLE	0	0				P03372	BLANK_GENE_MAPPING_TO_REVIEWED_CANONICAL_ACCESSION:clear_from_description:LONGEST_MODEL_INTERVAL_FOR_Q9Y2W8_CONTROL	REVIEWED	595	PF00105:184-252:Double treble clef zinc finger, C4 type	/data/sbi/interchange/boliva/patricia/models/TFS_P03372:185:544_3e00_A_1.pdb	185-544	NOT_VALIDATED				595	100.00	0	0.00	0.00		HIGH_CONFIDENCE_DBD_ABSENT	ACCESSION_LACKS_DBD	CANONICAL_REFERENCE_FOUND_NOT_VALIDATED	NO_SEND_MARK_DNA_STRUCTURE_UNAVAILABLE	DISPLAY_ACCESSION_DNA_STRUCTURE_UNAVAILABLE_CANONICAL_REFERENCE_SEPARATE	Canonical DBD coverage is at most 10%, while at least 40 non-DBD canonical residues align at at least 80% identity. PWM/database inclusion is not changed by this structural recommendation.	NO		HIGH
X5D8U0	ARNT2	FAILED_ACCESSION_ANNOTATION	Aryl-hydrocarbon receptor nuclear translocator 2 isoform G	UNREVIEWED	435	47daad50c3c10ee73ba280d67907270a666d4db23d2600aca50954405fd7ceb9	Homologous_PWM	M01720_2.00 (94.6%);MA1464.1 (99.2%)	PAS,PAS_9,PAS_6,PAS_3	PF14598:54-154:PAS domain			PF14598:54-154:PAS domain	NO		NOT_APPLICABLE	0	0				X5DRE4	SAME_GENE_MODCRE_SUMMARY_V2_EXPLICIT_ACCESSION	UNREVIEWED	220	PF00010:65-116:Helix-loop-helix DNA-binding domain	/data/sbi/interchange/boliva/patricia/models/TFS_X5DRE4:62:116_4zpr_A_1.pdb	62-116	PASS_NONEMPTY_PROTEIN_DNA_INTERFACE	66	4	4	435	47.27	52	100.00	51.92	126-233	UNCERTAIN_MANUAL_REVIEW	UNCERTAIN_MANUAL_REVIEW	CANONICAL_REFERENCE_INTERFACE_VALID	MANUAL_REVIEW_BEFORE_SENDING	NO_DISPLAY_CHANGE_PENDING_MANUAL_REVIEW	Available evidence does not meet an approved automatic present/absent rule. PWM/database inclusion is not changed by this structural recommendation.	YES	Canonical alignment evidence is UNCERTAIN_MANUAL_REVIEW.	LOW
